sra	bioproject	biosample	DOI	platform	read_length	strategy	stranded	organism	accession	host	host_accession	tissue	hpi	plant_tissue	treatment	sample_material	notes	
SRR16082433	PRJNA766564	SAMN21851189	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	1703	lesion	24	stem				
SRR16082435	PRJNA766564	SAMN21851190	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	1703	lesion	24	stem				
SRR16082437	PRJNA766564	SAMN21851191	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	1703	lesion	24	stem				
SRR16082439	PRJNA766564	SAMN21851192	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	1703	lesion	168	stem				
SRR16082441	PRJNA766564	SAMN21851193	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	1703	lesion	168	stem				
SRR16082443	PRJNA766564	SAMN21851195	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	1703	lesion	168	stem				
SRR16082445	PRJNA766564	SAMN21851196	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Westar (Susceptible)	lesion	0	stem				
SRR16082447	PRJNA766564	SAMN21851198	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Westar (Susceptible)	lesion	0	stem				
SRR16082449	PRJNA766564	SAMN21851199	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Westar (Susceptible)	lesion	0	stem				
SRR16082451	PRJNA766564	SAMN21851200	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Westar (Susceptible)	lesion	24	stem				
SRR16082453	PRJNA766564	SAMN21851201	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Westar (Susceptible)	lesion	24	stem				
SRR16082455	PRJNA766564	SAMN21851202	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Westar (Susceptible)	lesion	24	stem				
SRR16082457	PRJNA766564	SAMN21851203	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Westar (Susceptible)	lesion	168	stem				
SRR16082459	PRJNA766564	SAMN21851204	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Westar (Susceptible)	lesion	168	stem				
SRR16082461	PRJNA766564	SAMN21851206	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Westar (Susceptible)	lesion	168	stem				
SRR16922323	PRJNA777355	SAMN22871038	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	2	leaf				
SRR16922324	PRJNA777355	SAMN22871037	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	2	leaf				
SRR16922325	PRJNA777355	SAMN22871036	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	2	leaf				
SRR16922320	PRJNA777355	SAMN22871041	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	6	leaf				
SRR16922321	PRJNA777355	SAMN22871040	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	6	leaf				
SRR16922322	PRJNA777355	SAMN22871039	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	6	leaf				
SRR16922319	PRJNA777355	SAMN22871042	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	12	leaf				
SRR16922333	PRJNA777355	SAMN22871044	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	12	leaf				
SRR16922334	PRJNA777355	SAMN22871043	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	12	leaf				
SRR16922330	PRJNA777355	SAMN22871047	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	24	leaf				
SRR16922331	PRJNA777355	SAMN22871046	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	24	leaf				
SRR16922332	PRJNA777355	SAMN22871045	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	24	leaf				
SRR16922327	PRJNA777355	SAMN22871050	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	36	leaf				
SRR16922328	PRJNA777355	SAMN22871049	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	36	leaf				
SRR16922329	PRJNA777355	SAMN22871048	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Westar (Susceptible)	lesion	36	leaf				
SRR16922326	PRJNA777355	SAMN22871035	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA + Cellophane	cellophane_colony						
SRR16922335	PRJNA777355	SAMN22871034	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA + Cellophane	cellophane_colony						
SRR16922336	PRJNA777355	SAMN22871033	https://doi.org/10.3389/fpls.2022.1008665	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA + Cellophane	cellophane_colony						
SRR17267249	PRJNA789389	SAMN24108381	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri	lesion	4	leaf		No obvious lesions on inoculation site		
SRR17267260	PRJNA789389	SAMN24108380	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri	lesion	4	leaf		No obvious lesions on inoculation site		
SRR17267261	PRJNA789389	SAMN24108379	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri	lesion	4	leaf		No obvious lesions on inoculation site		
SRR17267236	PRJNA789389	SAMN24108393	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri	lesion	8	leaf		No obvious lesions on inoculation site		
SRR17267237	PRJNA789389	SAMN24108392	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri	lesion	8	leaf		No obvious lesions on inoculation site		
SRR17267238	PRJNA789389	SAMN24108391	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri	lesion	8	leaf		No obvious lesions on inoculation site		
SRR17267255	PRJNA789389	SAMN24108387	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri (with an oxalate oxidase transgene)	lesion	4	leaf		No obvious lesions on inoculation site		
SRR17267256	PRJNA789389	SAMN24108386	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri (with an oxalate oxidase transgene)	lesion	4	leaf		No obvious lesions on inoculation site		
SRR17267257	PRJNA789389	SAMN24108385	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri (with an oxalate oxidase transgene)	lesion	4	leaf		No obvious lesions on inoculation site		
SRR17267248	PRJNA789389	SAMN24108399	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri (with an oxalate oxidase transgene)	lesion	8	leaf		No obvious lesions on inoculation site		
SRR17267250	PRJNA789389	SAMN24108398	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri (with an oxalate oxidase transgene)	lesion	8	leaf		No obvious lesions on inoculation site		
SRR17267251	PRJNA789389	SAMN24108397	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	150	PE		Sclerotinia sclerotiorum	NB5	Glycine max	AC-Colibri (with an oxalate oxidase transgene)	lesion	8	leaf		No obvious lesions on inoculation site		
SRR17267242	PRJNA789389	SAMN24108453	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	125	PE		Sclerotinia sclerotiorum	NB5	in vitro	CYM	ball						
SRR17267243	PRJNA789389	SAMN24108452	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	125	PE		Sclerotinia sclerotiorum	NB5	in vitro	CYM	ball						
SRR17267244	PRJNA789389	SAMN24108451	https://doi.org/10.1094/PHYTO-08-21-0329-R	ILLUMINA	125	PE		Sclerotinia sclerotiorum	NB5	in vitro	CYM	ball						
SRR17916396	PRJNA804213	SAMN25715633	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	43	lesion	42	leaf		43_Sclerotinia_rep3		
SRR17916407	PRJNA804213	SAMN25715632	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	43	lesion	42	leaf		43_Sclerotinia_rep2		
SRR17916418	PRJNA804213	SAMN25715631	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	43	lesion	42	leaf		43_Sclerotinia_rep1		
SRR17916352	PRJNA804213	SAMN25715637	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	58	lesion	42	leaf		58_Sclerotinia_rep1		
SRR17916453	PRJNA804213	SAMN25715638	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	58	lesion	42	leaf		58_Sclerotinia_rep2		
SRR17916430	PRJNA804213	SAMN25715647	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	68	lesion	42	leaf		68_Sclerotinia_rep3		
SRR17916431	PRJNA804213	SAMN25715646	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	68	lesion	42	leaf		68_Sclerotinia_rep2		
SRR17916432	PRJNA804213	SAMN25715645	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	68	lesion	42	leaf		68_Sclerotinia_rep1		
SRR17916423	PRJNA804213	SAMN25715653	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Adriatica 2	lesion	42	leaf		Adriatica 2_Sclerotinia_rep3		
SRR17916424	PRJNA804213	SAMN25715652	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Adriatica 2	lesion	42	leaf		Adriatica 2_Sclerotinia_rep2		
SRR17916425	PRJNA804213	SAMN25715651	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Adriatica 2	lesion	42	leaf		Adriatica 2_Sclerotinia_rep1		
SRR17916417	PRJNA804213	SAMN25715658	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Ambassador	lesion	42	leaf		Ambassador_Sclerotinia_rep2		
SRR17916419	PRJNA804213	SAMN25715657	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Ambassador	lesion	42	leaf		Ambassador_Sclerotinia_rep1		
SRR17916411	PRJNA804213	SAMN25715664	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Armenian L. serriola	lesion	42	leaf		Armenian L. serriola_Sclerotinia_rep3		
SRR17916412	PRJNA804213	SAMN25715663	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Armenian L. serriola	lesion	42	leaf		Armenian L. serriola_Sclerotinia_rep2		
SRR17916413	PRJNA804213	SAMN25715662	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Armenian L. serriola	lesion	42	leaf		Armenian L. serriola_Sclerotinia_rep1		
SRR17916405	PRJNA804213	SAMN25715669	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Aspen	lesion	42	leaf		Aspen_Sclerotinia_rep2		
SRR17916406	PRJNA804213	SAMN25715668	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Aspen	lesion	42	leaf		Aspen_Sclerotinia_rep1		
SRR17916399	PRJNA804213	SAMN25715675	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Batavia Tezier	lesion	42	leaf		Batavia Tezier_Sclerotinia_rep3		
SRR17916400	PRJNA804213	SAMN25715674	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Batavia Tezier	lesion	42	leaf		Batavia Tezier_Sclerotinia_rep2		
SRR17916401	PRJNA804213	SAMN25715673	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Batavia Tezier	lesion	42	leaf		Batavia Tezier_Sclerotinia_rep1		
SRR17916393	PRJNA804213	SAMN25715680	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Bloody Warrior	lesion	42	leaf		Bloody Warrior_Sclerotinia_rep3		
SRR17916394	PRJNA804213	SAMN25715679	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Bloody Warrior	lesion	42	leaf		Bloody Warrior_Sclerotinia_rep2		
SRR17916395	PRJNA804213	SAMN25715678	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Bloody Warrior	lesion	42	leaf		Bloody Warrior_Sclerotinia_rep1		
SRR17916391	PRJNA804213	SAMN25715682	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Cobham Green	lesion	42	leaf		Cobham Green_Sclerotinia_rep2		
SRR17916392	PRJNA804213	SAMN25715681	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Cobham Green	lesion	42	leaf		Cobham Green_Sclerotinia_rep1		
SRR17916386	PRJNA804213	SAMN25715687	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	iceberg	lesion	42	leaf		Iceberg_Sclerotinia_rep2		
SRR17916387	PRJNA804213	SAMN25715686	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	iceberg	lesion	42	leaf		Iceberg_Sclerotinia_rep1		
SRR17916380	PRJNA804213	SAMN25715692	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Kahu	lesion	42	leaf		Kahu_Sclerotinia_rep2		
SRR17916381	PRJNA804213	SAMN25715691	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Kahu	lesion	42	leaf		Kahu_Sclerotinia_rep1		
SRR17916377	PRJNA804213	SAMN25715695	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Kaiser Selbstschluss	lesion	42	leaf		Kaiser Selbstschluss_Sclerotinia_rep3		
SRR17916378	PRJNA804213	SAMN25715694	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Kaiser Selbstschluss	lesion	42	leaf		Kaiser Selbstschluss_Sclerotinia_rep2		
SRR17916379	PRJNA804213	SAMN25715693	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Kaiser Selbstschluss	lesion	42	leaf		Kaiser Selbstschluss_Sclerotinia_rep1		
SRR17916368	PRJNA804213	SAMN25715703	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Oak Leaf	lesion	42	leaf		Oak Leaf_Sclerotinia_rep3		
SRR17916369	PRJNA804213	SAMN25715702	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Oak Leaf	lesion	42	leaf		Oak Leaf_Sclerotinia_rep2		
SRR17916370	PRJNA804213	SAMN25715701	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Oak Leaf	lesion	42	leaf		Oak Leaf_Sclerotinia_rep1		
SRR17916359	PRJNA804213	SAMN25715711	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Pallone	lesion	42	leaf		Pallone_Sclerotinia_rep3		
SRR17916360	PRJNA804213	SAMN25715710	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Pallone	lesion	42	leaf		Pallone_Sclerotinia_rep2		
SRR17916361	PRJNA804213	SAMN25715709	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Pallone	lesion	42	leaf		Pallone_Sclerotinia_rep1		
SRR17916353	PRJNA804213	SAMN25715717	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	PI251246	lesion	42	leaf		PI251246_Sclerotinia_rep3		
SRR17916354	PRJNA804213	SAMN25715716	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	PI251246	lesion	42	leaf		PI251246_Sclerotinia_rep2		
SRR17916355	PRJNA804213	SAMN25715715	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	PI251246	lesion	42	leaf		PI251246_Sclerotinia_rep1		
SRR17916346	PRJNA804213	SAMN25715723	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Prazan	lesion	42	leaf		Prazan_Sclerotinia_rep3		
SRR17916347	PRJNA804213	SAMN25715722	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Prazan	lesion	42	leaf		Prazan_Sclerotinia_rep2		
SRR17916348	PRJNA804213	SAMN25715721	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Prazan	lesion	42	leaf		Prazan_Sclerotinia_rep1		
SRR17916342	PRJNA804213	SAMN25715727	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Red Granoble	lesion	42	leaf		Red Granoble_Sclerotinia_rep1		
SRR17916452	PRJNA804213	SAMN25715728	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Red Granoble	lesion	42	leaf		Red Granoble_Sclerotinia_rep2		
SRR17916446	PRJNA804213	SAMN25715734	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Romain de Benicardo	lesion	42	leaf		Romain de Benicardo_Sclerotinia_rep3		
SRR17916447	PRJNA804213	SAMN25715733	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Romain de Benicardo	lesion	42	leaf		Romain de Benicardo_Sclerotinia_rep2		
SRR17916448	PRJNA804213	SAMN25715732	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Romain de Benicardo	lesion	42	leaf		Romain de Benicardo_Sclerotinia_rep1		
SRR17916441	PRJNA804213	SAMN25715738	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Saladin	lesion	42	leaf		Saladin_Sclerotinia_rep2		
SRR17916443	PRJNA804213	SAMN25715737	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Saladin	lesion	42	leaf		Saladin_Sclerotinia_rep1		
SRR17916438	PRJNA804213	SAMN25715741	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Simpson	lesion	42	leaf		Simpson_Sclerotinia_rep3		
SRR17916439	PRJNA804213	SAMN25715740	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Simpson	lesion	42	leaf		Simpson_Sclerotinia_rep2		
SRR17916440	PRJNA804213	SAMN25715739	https://doi.org/10.1007/s00122-022-04129-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	P7	Lactuca sativa	Simpson	lesion	42	leaf		Simpson_Sclerotinia_rep1		
SRR18707058	PRJNA824616	SAMN27511670	https://doi.org/10.3389/fmicb.2022.924313	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CGMCC NO3.7083	Glycine max	Williams 82	lesion	48	stem	Bacillus amyloliquefacie co-infection	Gm-Ba-Ss-1		
SRR18707089	PRJNA824616	SAMN27511673	https://doi.org/10.3389/fmicb.2022.924313	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CGMCC NO3.7083	Glycine max	Williams 82	lesion	48	stem	Bacillus amyloliquefacie co-infection	Gm-Ba-Ss-2		
SRR18707194	PRJNA824616	SAMN27511676	https://doi.org/10.3389/fmicb.2022.924313	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CGMCC NO3.7083	Glycine max	Williams 82	lesion	48	stem	Bacillus amyloliquefacie co-infection	Gm-Ba-Ss-3		
SRR18683014	PRJNA824616	SAMN27410694	https://doi.org/10.3389/fmicb.2022.924313	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CGMCC NO3.7083	Glycine max	Williams 82	lesion	48	stem		Gm-Ss-1		
SRR18684958	PRJNA824616	SAMN27413140	https://doi.org/10.3389/fmicb.2022.924313	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CGMCC NO3.7083	Glycine max	Williams 82	lesion	48	stem		Gm-Ss-2		
SRR18692628	PRJNA824616	SAMN27488112	https://doi.org/10.3389/fmicb.2022.924313	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CGMCC NO3.7083	Glycine max	Williams 82	lesion	48	stem		Gm-Ss-3		
SRR18856177	PRJNA830457	SAMN27723638	https://doi.org/10.1111/tpj.16127	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	resynthesized	periphery	24	leaf				
SRR18856183	PRJNA830457	SAMN27723644	https://doi.org/10.1111/tpj.16127	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	resynthesized	periphery	24	leaf				
SRR18856181	PRJNA830457	SAMN27723642	https://doi.org/10.1111/tpj.16127	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Sentry	periphery	24	leaf				
SRR18856184	PRJNA830457	SAMN27723645	https://doi.org/10.1111/tpj.16127	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Sentry	periphery	24	leaf				
SRR18856187	PRJNA830457	SAMN27723648	https://doi.org/10.1111/tpj.16127	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	Sentry	periphery	24	leaf				
SRR18856186	PRJNA830457	SAMN27723647	https://doi.org/10.1111/tpj.16127	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica oleracea	TO1000	periphery	24	leaf				
SRR18856189	PRJNA830457	SAMN27723650	https://doi.org/10.1111/tpj.16127	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica oleracea	TO1000	periphery	24	leaf				
SRR18856192	PRJNA830457	SAMN27723653	https://doi.org/10.1111/tpj.16127	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica oleracea	TO1000	periphery	24	leaf				
SRR18856172	PRJNA830457	SAMN27723633	https://doi.org/10.1111/tpj.16127	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica rapa	IMB218	periphery	24	leaf				
SRR18856175	PRJNA830457	SAMN27723636	https://doi.org/10.1111/tpj.16127	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica rapa	IMB218	periphery	24	leaf				
SRR18856178	PRJNA830457	SAMN27723639	https://doi.org/10.1111/tpj.16127	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica rapa	IMB218	periphery	24	leaf				
SRR21299495	PRJNA874732	SAMN30565910	https://doi.org/10.1111/mpp.13277	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	Minimal medium + glucose + soybean stem extract	colony				1% glucose minimal media with 1% soybean stem extract		
